"968,1587,2351,2363,40118,54362,54683"
"82,178,265,272,300,1012,37299"
"5758,10610,11144,27771,28913,53016,53499"
"223,236,300,513,1012,2133,27938"
"53304,53379,55182,56828,59720,60323,60331"
"327,27538,35617,54683,55432,56275,63055"
"477,11144,17464,18746,40118,51681,53436"
"104,178,303,1608,4122,4389,10978"
"873,916,934,979,993,7654,53734"
"4666,22018,40767,51119,51711,51733,51803"
"5100,27199,27938,40767,51760,54803,61409"
"178,4122,4126,4389,4393,51777,54201"
"17492,26673,40974,54520,54754,54760,54803"
"265,272,275,300,1012,1293,11139"
"873,2198,3034,7236,18737,40118,53294"
"20,5534,11014,40138,54744,55432,56275"
"82,10610,17506,24010,26656,40118,40266"
"119,254,292,1585,10653,29622,55296"
"461,26762,26767,28866,54272,54811,55017"
"1241,1587,1646,10602,10867,11020,11139"
"1012,1241,1300,1372,5758,7115,7668"
"303,1608,4122,4126,4389,4393,9870"
"483,498,11158,24898,26839,41007,44216"
"1241,1587,1731,5758,7900,17478,19215"
"14442,14457,24405,26647,29422,51760,53298"
"22047,27900,28924,51760,53298,53311,59655"
"19238,24916,40118,40129,51760,53436,55182"
"40974,50715,53503,53525,55317,55322,55328"
"33573,35617,40118,40974,54272,54520,54754"
"155,461,4666,10602,11020,12881,27921"
"3438,7624,9990,10887,27508,27801,40129"
"155,220,11144,55296,55301,56907,60331"
"223,2207,4122,4126,4389,27552,54258"
"155,193,10891,38862,40129,41037,53422"
"22406,22874,24016,24470,26154,51806,60331"
"17514,21474,22187,40767,51741,53470,55328"
"178,303,3430,4126,4393,9870,53390"
"24397,26656,50721,51803,54520,54760,54803"
"27766,28733,28873,51687,53311,55017,55160"
"1412,1510,12881,26773,28905,41032,55291"
"292,300,1608,2198,10978,11343,40118"
"163,1585,3419,4126,4393,19227,29622"
"3430,4126,10151,23883,24968,51119,54201"
"4129,7737,23883,24010,24954,26656,54803"
"60,452,28968,37807,39189,53436,53503"
"4129,5100,10978,23874,23883,51771,54520"
"9990,10878,22018,23874,27865,50721,54520"
"468,18746,40277,40974,50715,51803,55147"
"155,193,327,1412,4126,40118,63076"
"185,303,1608,4122,4126,4389,9870"
"53390,53514,54481,54744,54764,54878,56275"
"1423,1731,1829,54272,57942,59443,59720"
"1412,18737,26580,40974,44207,54760,62872"
"10878,22415,24818,26590,40974,50721,56289"
"3,24,863,27500,27938,50621,59668"
"163,40118,40129,53453,54258,54369,59459"
"468,54258,55147,55165,55296,55698,56493"
"82,148,1608,2198,14469,19227,29622"
"4666,7676,10878,11144,24818,40974,54754"
"852,873,1293,1412,1470,10934,27787"
"11144,19203,24916,28962,40974,54754,60328"
"19210,24405,27508,28968,53304,55182,56069"
"852,1670,10766,26630,28748,54811,63554"
"327,432,961,966,1484,2007,7935"
"873,10610,28748,40129,40974,54481,56907"
"14469,23869,26154,28924,28929,28962,51130"
"8,20,24,873,27938,41007,60328"
"252,303,308,1627,2207,19203,53271"
"27500,28929,29422,33585,35617,40118,53271"
"3243,9990,23897,27938,51711,59723,61409"
"19227,24405,24470,33806,54272,56069,59655"
"155,17226,19210,35828,37424,50721,51771"
"19238,35828,44653,51055,51154,54362,59459"
"363,432,873,966,1535,7452,22187"
"24470,26710,27938,28934,29422,35617,53384"
"14469,22018,24954,27912,40266,40277,54520"
"461,480,492,498,510,1412,56868"
"1241,1587,9990,11020,17510,26673,55328"
"11144,40118,51119,51777,53470,53508,54520"
"4666,12881,26141,40277,40767,51771,53436"
"155,19203,22084,23883,24954,51684,54272"
"1300,1727,1731,9979,17478,40129,59720"
"2207,10610,19227,22187,24968,29834,53042"
"9990,11026,17795,18759,19690,24909,53379"
"1241,1746,1829,11139,53453,57942,59720"
"267,18373,24027,28765,28882,28913,40767"
"148,1608,2144,2198,11144,11343,53508"
"236,468,5100,10610,17514,51119,51803"
"5100,26850,27552,29429,40266,54754,54760"
"4666,10878,23874,27865,28917,50715,54754"
"1412,11185,11189,11305,11468,11472,22411"
"461,1300,1731,17464,17492,54258,55017"
"3034,9990,35828,50715,50721,54520,54803"
